date,latitude,longitude,state,district,rainfall_mm,temperature,humidity,elevation_m,slope_degree,soil_type,river_level,road_condition,traffic_level,historical_incidents,incident_type,incident_severity,road_blocked,delay_minutes
2023-06-02,24.9528,94.1459,Manipur,Imphal West,32.0,24.7,92.6,1848,11.1,Forest Soil,3.24,Fair,Low,0,None,None,False,14
2023-06-02,23.6962,93.2231,Mizoram,Serchhip,28.6,25.2,87.1,662,2.3,Mountain Soil,2.75,Fair,Low,0,None,None,False,0
2023-06-03,26.6601,94.8794,Nagaland,Wokha,13.8,28.3,81.9,1318,15.7,Laterite,3.26,Good,Low,0,None,None,False,7
2023-06-03,25.1544,90.2122,Meghalaya,East Khasi Hills,30.3,21.4,46.0,280,10.2,Alluvial,0.91,Good,Moderate,0,None,None,False,2
2023-06-03,25.5508,91.2687,Meghalaya,East Khasi Hills,39.4,23.3,94.0,948,9.5,Alluvial,4.49,Good,Moderate,0,None,None,False,12
2023-06-03,27.4761,88.5046,Sikkim,North Sikkim,6.6,15.9,60.5,4133,28.4,Sandy Loam,2.44,Good,Low,1,None,None,False,13
2023-06-03,25.3134,90.7029,Meghalaya,South Garo Hills,10.9,21.1,72.0,811,0.0,Clayey,4.89,Good,Low,1,None,None,False,8
2023-06-04,26.8476,97.1308,Arunachal Pradesh,Changlang,27.5,24.3,69.0,2779,29.1,Laterite,4.69,Damaged,Severe,1,Traffic Jam,Medium,True,350
2023-06-05,26.1166,93.7022,Nagaland,Dimapur,22.1,26.2,70.3,1498,0.7,Clayey,3.47,Good,Low,1,None,None,False,5
2023-06-05,27.4224,88.4154,Sikkim,North Sikkim,19.7,24.0,67.7,1441,26.9,Sandy Loam,2.62,Good,Low,1,None,None,False,7
2023-06-05,24.9258,93.7078,Manipur,Ukhrul,9.1,21.3,77.6,1478,7.6,Clayey,4.86,Good,Low,2,None,None,False,8
2023-06-05,23.5344,92.7432,Mizoram,Mamit,4.4,31.7,83.3,567,8.7,Forest Soil,2.88,Good,Low,0,None,None,False,11
2023-06-06,27.5217,88.7738,Sikkim,South Sikkim,46.8,26.2,70.5,1000,2.1,Alluvial,3.9,Good,Low,0,None,None,False,0
2023-06-06,23.3545,93.277,Mizoram,Champhai,9.5,29.0,80.4,1497,7.1,Sandy Loam,2.4,Fair,High,1,None,None,False,8
2023-06-06,26.3318,91.793,Assam,Dibrugarh,43.2,28.2,94.6,60,0.0,Sandy Loam,1.56,Good,Low,0,None,None,False,0
2023-06-06,27.2648,88.2915,Sikkim,West Sikkim,17.2,22.5,71.4,1277,0.0,Mountain Soil,4.55,Fair,Low,1,None,None,False,9
2023-06-06,25.6566,91.7295,Meghalaya,Jaintia Hills,58.3,31.2,82.2,1204,0.0,Laterite,4.49,Fair,Low,3,None,None,False,0
2023-06-07,24.0031,93.9086,Manipur,Imphal East,60.1,24.3,98.0,1621,0.0,Alluvial,3.32,Good,High,1,None,None,False,6
2023-06-07,22.5511,92.418,Mizoram,Mamit,5.8,23.9,72.5,1190,0.0,Red Loamy,3.77,Good,Low,0,None,None,False,10
2023-06-07,25.7607,90.6732,Meghalaya,East Khasi Hills,85.2,31.2,51.7,503,7.1,Mountain Soil,3.71,Fair,Low,0,None,None,False,20
2023-06-08,27.2846,92.1548,Arunachal Pradesh,Papum Pare,12.8,23.3,63.5,1557,1.5,Alluvial,4.62,Good,Low,0,None,None,False,16
2023-06-08,23.6848,92.1381,Tripura,Gomati,68.9,29.0,83.8,725,0.0,Alluvial,5.36,Fair,Low,0,None,None,False,5
2023-06-08,26.8128,94.812,Arunachal Pradesh,Lohit,14.2,17.5,74.5,1320,16.2,Clayey,4.45,Good,Low,2,None,None,False,0
2023-06-08,25.0768,90.5906,Meghalaya,South Garo Hills,25.0,31.3,61.1,1706,21.0,Alluvial,4.96,Fair,Moderate,1,None,None,False,25
2023-06-08,27.6712,88.1659,Sikkim,South Sikkim,72.7,24.3,76.5,2274,18.1,Mountain Soil,4.24,Fair,Moderate,0,None,None,False,9
2023-06-09,25.7096,95.1427,Nagaland,Wokha,20.7,34.4,89.1,269,8.2,Laterite,4.86,Good,High,1,None,None,False,8
2023-06-09,25.1521,92.5784,Meghalaya,Ri Bhoi,3.9,29.5,77.2,688,13.6,Sandy Loam,2.71,Fair,Low,0,None,None,False,6
2023-06-09,28.1938,96.6211,Arunachal Pradesh,Papum Pare,17.2,18.1,72.1,1832,0.0,Red Loamy,2.76,Good,Moderate,0,None,None,False,25
2023-06-09,25.6997,94.3837,Nagaland,Mokokchung,45.1,23.6,80.4,650,0.0,Red Loamy,4.99,Good,Low,3,None,None,False,11
2023-06-09,25.2291,93.5844,Assam,Nagaon,31.4,27.3,92.7,163,15.5,Red Loamy,4.97,Good,Low,0,None,None,False,5
2023-06-09,25.3048,89.9582,Assam,Kamrup,24.1,29.0,68.1,149,8.8,Alluvial,4.73,Good,Low,0,None,None,False,0
2023-06-10,29.0687,93.8285,Arunachal Pradesh,East Siang,79.0,15.8,81.5,2122,33.4,Laterite,3.58,Under Construction,High,1,Fog/Visibility,Medium,True,286
2023-06-10,24.9294,94.2589,Manipur,Ukhrul,59.4,27.2,93.1,1208,13.3,Clayey,4.06,Good,High,1,None,None,False,8
2023-06-10,24.9477,94.6333,Manipur,Ukhrul,1.1,16.8,68.2,1048,25.2,Mountain Soil,6.5,Fair,Moderate,1,None,None,False,4
2023-06-10,24.9494,94.1054,Manipur,Imphal East,16.5,20.0,71.1,1414,25.4,Clayey,3.46,Good,Moderate,1,None,None,False,1
2023-06-10,27.5663,88.433,Sikkim,South Sikkim,50.7,11.4,71.6,4483,28.4,Alluvial,4.07,Fair,Moderate,2,None,None,False,0
2023-06-10,26.4321,93.4974,Nagaland,Mokokchung,27.4,34.5,85.6,1751,10.7,Laterite,5.89,Good,Low,0,None,None,False,12
2023-06-10,26.9493,93.9684,Nagaland,Mon,56.2,30.4,68.0,1676,21.5,Clayey,4.87,Good,High,1,None,None,False,4
2023-06-10,27.6081,96.1137,Arunachal Pradesh,Papum Pare,15.0,26.6,50.8,2286,18.1,Mountain Soil,4.2,Good,Low,1,None,None,False,8
2023-06-11,28.0248,88.7625,Sikkim,South Sikkim,38.5,16.8,80.5,3879,27.2,Laterite,5.09,Fair,Moderate,2,None,None,False,14
2023-06-11,25.9471,91.1835,Meghalaya,Ri Bhoi,39.9,22.0,86.3,1794,9.1,Clayey,4.54,Poor,High,4,Traffic Jam,Medium,False,93
2023-06-11,25.5373,94.0584,Nagaland,Wokha,54.1,23.6,74.5,1703,17.3,Red Loamy,3.55,Good,Moderate,0,None,None,False,5
2023-06-12,23.9122,92.7809,Mizoram,Lunglei,22.6,25.8,64.9,1157,13.9,Mountain Soil,3.38,Good,High,0,None,None,False,8
2023-06-12,21.9905,92.732,Mizoram,Serchhip,36.9,27.8,93.5,904,18.6,Red Loamy,2.75,Good,Low,0,None,None,False,0
2023-06-12,25.5944,91.9168,Meghalaya,Jaintia Hills,10.1,21.7,100.0,775,0.3,Mountain Soil,2.56,Poor,High,3,Traffic Jam,Medium,False,69
2023-06-12,24.9621,93.0222,Manipur,Imphal West,16.1,12.0,71.7,840,15.9,Clayey,3.26,Fair,Moderate,0,None,None,False,0
2023-06-13,27.167,91.7179,Assam,Sonitpur,42.8,24.9,64.7,100,17.4,Laterite,4.49,Good,High,1,None,None,False,17
2023-06-14,24.0937,94.5507,Manipur,Senapati,18.1,23.6,70.0,1161,7.1,Alluvial,5.18,Good,Low,1,None,None,False,0
2023-06-14,25.6358,94.7094,Nagaland,Wokha,74.6,28.0,90.3,1635,13.6,Sandy Loam,4.17,Good,Low,0,None,None,False,4
2023-06-14,27.5515,91.5693,Arunachal Pradesh,Papum Pare,8.9,22.1,70.6,542,13.6,Laterite,4.19,Good,Low,0,None,None,False,10
2023-06-14,25.635,93.6928,Nagaland,Tuensang,31.2,23.9,60.1,914,10.6,Laterite,4.86,Damaged,Moderate,6,Bridge Damage,Medium,False,88
2023-06-15,27.9664,88.5616,Sikkim,North Sikkim,9.6,12.2,63.8,4195,41.7,Mountain Soil,3.89,Poor,High,1,Fog/Visibility,High,True,316
2023-06-15,25.7822,94.6389,Nagaland,Mokokchung,17.0,22.1,78.2,1117,22.0,Sandy Loam,2.76,Damaged,Moderate,6,Traffic Jam,Low,False,86
2023-06-15,25.7491,94.7657,Nagaland,Wokha,8.4,29.4,67.9,237,0.9,Red Loamy,5.39,Good,Low,3,None,None,False,7
2023-06-16,25.4067,90.3013,Meghalaya,South Garo Hills,44.5,19.1,64.8,170,1.0,Mountain Soil,4.78,Damaged,Severe,1,Fallen Tree,Medium,False,28
2023-06-16,28.1822,96.0526,Arunachal Pradesh,Tawang,39.0,21.6,60.0,1596,15.5,Forest Soil,4.35,Good,Low,0,None,None,False,0
2023-06-16,24.2735,91.3675,Tripura,Khowai,11.3,22.8,80.9,325,0.0,Laterite,4.47,Under Construction,Moderate,8,Fallen Tree,Low,False,85
2023-06-16,25.8419,93.751,Nagaland,Kohima,39.0,28.4,69.4,596,2.2,Alluvial,3.06,Good,Low,1,None,None,False,19
2023-06-16,25.3054,94.649,Manipur,Tamenglong,14.1,20.8,80.8,1901,8.2,Red Loamy,1.05,Fair,Moderate,1,None,None,False,0
2023-06-17,24.1467,91.7514,Tripura,Khowai,46.0,18.4,90.1,244,8.8,Alluvial,4.1,Good,Moderate,0,None,None,False,6
2023-06-17,25.6425,93.2325,Manipur,Imphal East,56.5,11.1,85.6,1472,0.0,Red Loamy,5.66,Fair,Moderate,1,None,None,False,2
2023-06-17,26.4378,92.4499,Assam,Jorhat,44.7,29.4,73.7,72,0.0,Forest Soil,6.08,Good,High,1,None,None,False,1
2023-06-17,24.3045,93.8018,Manipur,Imphal West,21.4,29.7,64.4,1640,16.3,Red Loamy,2.51,Poor,Moderate,6,Fog/Visibility,High,True,331
2023-06-17,22.9765,92.2689,Tripura,North Tripura,26.1,26.5,82.3,455,5.9,Mountain Soil,4.04,Good,Low,0,None,None,False,9
2023-06-19,26.3145,94.8596,Nagaland,Tuensang,44.2,30.1,54.3,520,0.0,Forest Soil,5.9,Good,High,1,None,None,False,2
2023-06-19,29.0669,93.5665,Arunachal Pradesh,Changlang,18.3,24.9,93.7,769,0.0,Mountain Soil,1.83,Good,Moderate,1,None,None,False,10
2023-06-19,25.3353,92.7524,Meghalaya,South Garo Hills,31.3,24.7,71.5,1633,5.0,Forest Soil,3.62,Fair,Moderate,0,None,None,False,4
2023-06-19,25.0455,90.3216,Meghalaya,South Garo Hills,8.2,29.2,66.6,603,0.0,Clayey,1.77,Good,Moderate,2,None,None,False,5
2023-06-20,27.2338,88.211,Sikkim,West Sikkim,29.4,27.1,77.6,1671,0.8,Red Loamy,4.91,Damaged,Moderate,4,Fallen Tree,Medium,True,211
2023-06-20,25.5074,93.5749,Assam,Barpeta,25.2,30.2,77.9,187,0.0,Sandy Loam,4.83,Good,Moderate,0,None,None,False,23
2023-06-21,25.5485,94.6824,Nagaland,Kohima,32.8,22.5,77.5,1614,24.6,Alluvial,6.05,Fair,Moderate,0,None,None,False,0
2023-06-21,24.1839,92.2169,Tripura,Gomati,56.1,22.0,75.4,124,0.0,Red Loamy,4.64,Good,Moderate,0,None,None,False,20
2023-06-21,26.0145,92.0465,Meghalaya,Ri Bhoi,22.0,24.1,72.7,733,6.6,Alluvial,3.1,Fair,High,0,None,None,False,0
2023-06-21,25.535,92.3378,Meghalaya,West Garo Hills,21.1,23.5,85.6,326,12.0,Alluvial,5.25,Fair,Low,0,None,None,False,24
2023-06-21,25.7924,91.3883,Meghalaya,South Garo Hills,35.2,28.2,76.8,842,1.3,Forest Soil,4.47,Good,Moderate,1,None,None,False,4
2023-06-22,28.099,88.8056,Sikkim,East Sikkim,27.3,15.1,63.6,2075,0.0,Laterite,4.18,Fair,Moderate,1,None,None,False,17
2023-06-22,22.5527,92.498,Mizoram,Mamit,9.6,14.6,70.7,544,6.5,Alluvial,4.87,Good,Moderate,0,None,None,False,2
2023-06-22,26.6455,95.5479,Assam,Dibrugarh,9.6,25.7,67.3,165,3.3,Forest Soil,3.05,Good,Low,1,None,None,False,11
2023-06-22,28.0629,88.4593,Sikkim,North Sikkim,8.7,5.1,64.0,4444,28.4,Red Loamy,2.61,Good,Low,0,None,None,False,21
2023-06-23,26.3018,93.5778,Nagaland,Wokha,6.2,20.4,96.9,1706,1.1,Red Loamy,4.81,Fair,Moderate,0,None,None,False,9
2023-06-24,23.1805,91.4393,Tripura,Khowai,55.1,27.4,65.3,232,0.0,Clayey,3.83,Fair,High,0,None,None,False,14
2023-06-24,25.7947,93.8125,Nagaland,Mokokchung,38.9,13.4,96.7,1187,21.7,Sandy Loam,5.21,Fair,Moderate,1,None,None,False,11
2023-06-25,24.4205,91.1869,Tripura,Dhalai,32.3,16.5,86.7,276,5.2,Sandy Loam,2.94,Good,Low,0,None,None,False,14
2023-06-25,23.7285,91.1828,Tripura,Gomati,8.5,30.4,61.0,322,2.0,Sandy Loam,2.88,Good,Moderate,0,None,None,False,0
2023-06-26,23.634,92.2778,Tripura,North Tripura,23.4,32.8,81.1,191,7.0,Forest Soil,5.46,Good,Low,2,None,None,False,16
2023-06-26,25.8172,93.4348,Nagaland,Tuensang,38.4,25.1,72.7,797,7.6,Laterite,3.92,Fair,Moderate,0,None,None,False,1
2023-06-26,26.4184,93.5728,Nagaland,Mon,29.5,24.8,69.5,418,14.9,Red Loamy,4.52,Good,Moderate,1,None,None,False,5
2023-06-27,27.0708,88.2423,Sikkim,East Sikkim,23.5,13.2,69.8,2849,23.5,Alluvial,6.5,Fair,Low,0,None,None,False,11
2023-06-27,28.535,93.2317,Arunachal Pradesh,Papum Pare,13.0,29.1,87.6,602,0.5,Mountain Soil,1.77,Good,Low,1,None,None,False,12
2023-06-27,27.0567,96.0227,Arunachal Pradesh,Tawang,20.8,25.4,79.9,1829,12.7,Red Loamy,3.3,Good,Low,2,None,None,False,10
2023-06-28,28.4567,95.752,Arunachal Pradesh,Changlang,24.8,26.1,83.3,1031,2.8,Sandy Loam,4.2,Fair,Moderate,1,None,None,False,10
2023-06-28,25.2259,95.0979,Nagaland,Dimapur,83.0,38.6,67.3,547,0.0,Forest Soil,4.18,Good,Low,0,None,None,False,0
2023-06-29,23.5456,91.4336,Tripura,Gomati,65.7,20.8,73.6,868,2.0,Red Loamy,7.33,Damaged,Severe,5,Flood,Critical,False,108
2023-06-29,27.881,88.2401,Sikkim,North Sikkim,4.8,13.1,76.2,3867,34.4,Forest Soil,2.87,Good,Moderate,1,None,None,False,0
2023-06-29,25.6402,91.8084,Meghalaya,East Khasi Hills,19.7,21.8,55.8,720,0.0,Red Loamy,4.85,Good,High,1,None,None,False,7
2023-06-30,26.789,93.3828,Assam,Kamrup,80.6,27.4,72.7,36,4.1,Red Loamy,4.7,Fair,Moderate,0,None,None,False,7
2023-07-01,24.7042,94.1176,Manipur,Tamenglong,85.1,30.7,65.7,759,16.5,Alluvial,6.64,Good,Low,0,None,None,False,0
2023-07-01,25.4375,90.6809,Meghalaya,West Garo Hills,17.9,18.9,66.4,702,7.7,Red Loamy,5.39,Good,Low,0,None,None,False,10
2023-07-01,24.1213,91.4631,Tripura,Khowai,186.0,26.0,47.4,887,12.7,Sandy Loam,8.66,Good,Low,0,None,None,False,1
2023-07-01,25.1852,93.4363,Manipur,Imphal West,6.5,24.2,77.0,1493,4.4,Forest Soil,2.89,Good,Moderate,1,None,None,False,0
2023-07-02,24.7986,90.9916,Assam,Sonitpur,6.2,23.5,71.1,30,1.7,Mountain Soil,2.2,Under Construction,High,6,Bridge Damage,Medium,False,84
2023-07-02,24.0487,93.4355,Manipur,Imphal East,56.8,32.4,95.9,947,15.2,Alluvial,5.24,Good,Low,0,None,None,False,8
2023-07-03,23.8294,93.3002,Manipur,Churachandpur,14.0,21.8,79.1,1508,3.1,Red Loamy,5.1,Good,Low,0,None,None,False,9
2023-07-03,27.4879,95.9372,Assam,Sonitpur,14.8,30.1,78.6,69,7.4,Sandy Loam,4.26,Fair,Low,0,None,None,False,10
2023-07-03,26.1312,92.1322,Assam,Jorhat,9.3,28.0,70.9,105,0.0,Laterite,2.34,Good,Low,0,None,None,False,9
2023-07-04,24.8124,93.2241,Manipur,Ukhrul,20.8,23.1,71.7,1003,2.6,Alluvial,3.74,Damaged,High,3,Traffic Jam,Low,False,65
2023-07-05,28.7789,94.78,Arunachal Pradesh,Changlang,10.8,15.1,71.0,2051,11.5,Laterite,3.85,Fair,High,0,None,None,False,12
2023-07-05,25.1005,94.1211,Manipur,Churachandpur,18.3,27.0,85.1,941,0.0,Laterite,4.02,Good,Moderate,0,None,None,False,0
2023-07-06,24.7159,91.3171,Assam,Nagaon,1.1,24.9,93.0,151,0.0,Red Loamy,2.82,Fair,Low,0,None,None,False,8
2023-07-06,26.5874,94.3995,Nagaland,Mokokchung,20.5,23.1,90.7,1881,0.0,Laterite,4.3,Good,High,0,None,None,False,19
2023-07-06,22.9824,92.2327,Tripura,North Tripura,14.5,27.0,61.5,445,1.3,Red Loamy,2.73,Good,High,0,None,None,False,7
2023-07-07,23.9455,93.7574,Manipur,Tamenglong,21.7,25.0,89.3,1502,22.3,Forest Soil,6.0,Poor,High,4,Bridge Damage,Medium,False,101
2023-07-07,22.7086,92.3946,Mizoram,Champhai,9.7,15.0,62.9,1868,8.7,Clayey,3.89,Fair,Low,0,None,None,False,16
2023-07-08,24.2354,92.6338,Mizoram,Mamit,24.4,20.9,72.4,1888,12.8,Alluvial,4.08,Good,Moderate,0,None,None,False,15
2023-07-09,28.708,94.4502,Arunachal Pradesh,Papum Pare,4.5,29.6,86.6,557,6.6,Sandy Loam,4.1,Good,Moderate,0,None,None,False,20
2023-07-09,26.9058,93.4374,Nagaland,Tuensang,3.3,22.7,92.5,1919,12.8,Sandy Loam,1.64,Fair,High,0,None,None,False,3
2023-07-09,27.0342,88.8059,Sikkim,West Sikkim,27.0,27.3,70.1,512,0.0,Clayey,3.95,Poor,Moderate,2,Traffic Jam,Medium,True,156
2023-07-09,23.8662,91.9518,Tripura,Khowai,28.3,33.4,79.3,356,3.8,Red Loamy,6.28,Good,Moderate,1,None,None,False,14
2023-07-09,27.1948,88.4755,Sikkim,South Sikkim,27.9,8.3,79.6,3674,36.8,Laterite,4.85,Poor,High,6,Bridge Damage,Medium,True,250
2023-07-09,26.8641,94.026,Arunachal Pradesh,East Siang,19.2,22.7,79.9,2953,19.1,Clayey,2.93,Fair,Moderate,3,None,None,False,13
2023-07-10,26.08,94.3201,Nagaland,Mon,10.0,19.9,75.3,1699,16.8,Laterite,3.41,Good,Low,0,None,None,False,16
2023-07-10,26.5976,94.0323,Nagaland,Kohima,22.3,21.7,90.8,1693,14.9,Forest Soil,3.83,Good,Low,0,None,None,False,0
2023-07-10,23.1886,91.763,Tripura,Dhalai,63.8,31.2,82.9,205,1.9,Laterite,5.32,Good,Low,0,None,None,False,11
2023-07-11,26.7564,95.0594,Nagaland,Mokokchung,53.3,25.8,86.5,242,0.0,Mountain Soil,3.78,Fair,High,0,None,None,False,16
2023-07-11,28.3364,94.6775,Arunachal Pradesh,Lohit,16.1,18.3,88.3,1243,14.6,Mountain Soil,2.92,Good,Low,0,None,None,False,16
2023-07-11,23.4153,93.4941,Mizoram,Kolasib,14.4,17.7,77.9,1697,19.1,Alluvial,4.39,Poor,High,4,Traffic Jam,Medium,False,110
2023-07-11,24.3672,92.0062,Tripura,North Tripura,45.4,20.8,84.1,594,0.0,Red Loamy,4.26,Good,High,0,None,None,False,12
2023-07-11,23.7596,92.4225,Mizoram,Mamit,42.8,23.5,47.1,646,0.0,Forest Soil,5.77,Good,Low,1,None,None,False,11
2023-07-12,27.8978,88.2614,Sikkim,North Sikkim,20.2,25.1,57.9,1406,10.7,Mountain Soil,3.51,Fair,Low,0,None,None,False,13
2023-07-13,24.4467,91.4392,Tripura,Khowai,44.2,20.0,72.8,151,7.6,Red Loamy,6.21,Poor,Severe,6,Flood,Low,False,68
2023-07-13,22.744,92.7448,Mizoram,Lunglei,22.2,27.5,78.5,1455,5.7,Alluvial,5.43,Fair,Low,1,None,None,False,16
2023-07-13,27.2511,94.3686,Arunachal Pradesh,Tawang,11.8,18.4,49.1,609,0.0,Alluvial,3.98,Good,Low,0,None,None,False,11
2023-07-13,24.0715,91.2056,Tripura,Khowai,18.2,21.4,81.2,658,4.4,Laterite,5.47,Fair,Low,0,None,None,False,6
2023-07-14,23.151,93.2256,Mizoram,Lunglei,29.6,19.2,80.0,602,0.0,Alluvial,3.35,Fair,Low,1,None,None,False,2
2023-07-14,27.9638,88.0009,Sikkim,South Sikkim,6.6,7.2,92.5,4399,41.1,Mountain Soil,4.29,Good,Low,1,None,None,False,10
2023-07-14,25.1135,92.7057,Meghalaya,West Garo Hills,26.2,22.5,81.1,1510,2.9,Mountain Soil,4.82,Damaged,Moderate,3,Bridge Damage,Medium,False,82
2023-07-14,24.0245,93.3193,Mizoram,Champhai,29.8,19.9,95.5,1361,24.6,Clayey,5.12,Good,High,1,None,None,False,0
2023-07-15,23.4602,93.0472,Mizoram,Kolasib,13.0,18.8,84.4,599,0.0,Red Loamy,5.15,Good,Low,0,None,None,False,11
2023-07-15,27.1652,88.2375,Sikkim,West Sikkim,13.5,31.0,92.9,1748,8.9,Clayey,3.18,Fair,High,1,None,None,False,0
2023-07-15,25.7924,91.9057,Meghalaya,South Garo Hills,87.7,38.6,75.6,939,5.4,Red Loamy,5.54,Fair,Moderate,0,None,None,False,1
2023-07-15,26.8555,94.1057,Assam,Cachar,7.9,28.2,88.3,164,3.0,Mountain Soil,1.82,Fair,Low,0,None,None,False,1
2023-07-15,25.478,94.747,Manipur,Senapati,47.5,22.7,100.0,1280,16.2,Sandy Loam,3.65,Poor,Moderate,3,Fallen Tree,Medium,False,60
2023-07-17,26.8711,94.3087,Arunachal Pradesh,West Kameng,46.0,18.1,57.3,2976,15.9,Mountain Soil,2.7,Good,Low,0,None,None,False,7
2023-07-17,29.2215,92.8996,Arunachal Pradesh,West Kameng,46.9,16.4,92.9,956,0.0,Alluvial,4.42,Good,Moderate,0,None,None,False,31
2023-07-17,23.9203,92.3306,Mizoram,Aizawl,7.3,20.9,84.8,1706,19.7,Mountain Soil,4.09,Fair,Low,1,None,None,False,5
2023-07-18,27.2676,88.2301,Sikkim,South Sikkim,20.7,15.7,80.4,4296,20.3,Clayey,4.62,Good,Low,0,None,None,False,16
2023-07-19,25.3023,91.9161,Meghalaya,West Garo Hills,7.1,22.6,75.6,1262,8.5,Laterite,3.51,Fair,Low,0,None,None,False,3
2023-07-20,27.4685,94.0112,Assam,Barpeta,19.1,22.3,88.8,191,12.4,Red Loamy,3.32,Good,High,0,None,None,False,21
2023-07-20,23.808,92.9008,Mizoram,Aizawl,7.1,26.2,72.9,778,16.5,Red Loamy,2.64,Good,High,0,None,None,False,14
2023-07-20,22.1071,92.2631,Mizoram,Mamit,48.0,23.6,65.3,1127,22.6,Mountain Soil,5.16,Good,Moderate,0,None,None,False,21
2023-07-20,27.9728,88.7779,Sikkim,West Sikkim,29.6,21.3,69.1,1339,12.4,Laterite,2.25,Good,Low,3,None,None,False,3
2023-07-20,28.6214,95.5193,Arunachal Pradesh,Changlang,17.5,20.8,65.7,2635,20.6,Red Loamy,3.63,Good,Moderate,1,None,None,False,17
2023-07-21,23.6362,93.2886,Mizoram,Lunglei,68.8,29.8,63.2,737,29.4,Sandy Loam,5.13,Fair,Low,1,None,None,False,17
2023-07-21,26.3236,93.9002,Nagaland,Dimapur,36.9,19.5,71.4,1384,31.9,Alluvial,3.67,Fair,Low,1,None,None,False,0
2023-07-21,27.9246,88.8641,Sikkim,North Sikkim,22.8,22.2,70.6,2048,14.0,Mountain Soil,5.29,Fair,Moderate,0,None,None,False,12
2023-07-22,23.4073,93.0671,Mizoram,Kolasib,22.4,20.0,76.3,1776,15.4,Clayey,3.45,Good,Moderate,0,None,None,False,12
2023-07-22,25.0552,92.2901,Meghalaya,South Garo Hills,27.2,25.9,73.8,1736,8.0,Red Loamy,3.13,Good,Moderate,0,None,None,False,10
2023-07-23,25.4079,93.9792,Nagaland,Mon,29.8,19.1,83.0,1839,20.5,Clayey,6.13,Good,High,2,None,None,False,11
2023-07-23,24.9886,93.8914,Manipur,Imphal West,68.0,23.6,69.5,1093,24.3,Red Loamy,2.05,Good,High,0,None,None,False,5
2023-07-24,22.005,92.629,Mizoram,Serchhip,20.8,29.3,70.9,1521,15.9,Red Loamy,4.73,Good,Low,0,None,None,False,14
2023-07-25,24.9214,93.7337,Manipur,Ukhrul,49.2,18.5,83.8,1336,7.6,Mountain Soil,5.14,Good,Low,1,None,None,False,1
2023-07-25,27.7044,88.7927,Sikkim,West Sikkim,107.9,25.3,76.6,2042,8.5,Laterite,7.44,Poor,Moderate,4,Flood,Medium,False,103
2023-07-25,24.5055,95.207,Assam,Kamrup,10.7,30.0,72.6,43,13.1,Sandy Loam,5.51,Good,Moderate,1,None,None,False,8
2023-07-25,23.4422,91.9734,Tripura,Khowai,5.5,19.4,76.5,231,21.5,Sandy Loam,2.73,Good,Low,0,None,None,False,3
2023-07-26,27.2505,91.7874,Arunachal Pradesh,Lohit,39.5,30.7,81.1,1014,3.7,Mountain Soil,1.71,Good,Low,1,None,None,False,0
2023-07-26,29.1682,94.766,Arunachal Pradesh,West Kameng,3.9,21.2,81.1,1037,10.5,Forest Soil,4.13,Good,Moderate,0,None,None,False,20
2023-07-26,24.2667,91.9577,Tripura,West Tripura,6.8,19.7,70.0,746,5.3,Forest Soil,2.56,Good,Moderate,2,None,None,False,11
2023-07-27,22.9389,92.9224,Mizoram,Lunglei,48.8,21.4,83.8,1030,11.8,Red Loamy,3.31,Under Construction,High,1,Fallen Tree,Medium,False,67
2023-07-27,24.3724,92.2289,Mizoram,Mamit,20.8,27.7,90.6,925,7.3,Red Loamy,4.6,Fair,High,0,None,None,False,3
2023-07-27,23.9177,92.7416,Mizoram,Aizawl,70.7,22.4,67.8,756,15.4,Sandy Loam,5.17,Good,Low,0,None,None,False,20
2023-07-27,25.7204,91.2753,Meghalaya,West Garo Hills,28.5,23.7,72.4,1644,0.4,Clayey,2.0,Fair,High,0,None,None,False,10
2023-07-28,23.7688,92.6775,Mizoram,Mamit,16.9,28.7,76.7,1817,17.6,Mountain Soil,0.64,Good,High,1,None,None,False,10
2023-07-28,27.9799,88.4521,Sikkim,West Sikkim,29.2,9.4,62.6,3575,23.6,Mountain Soil,4.49,Good,Low,0,None,None,False,0
2023-07-29,22.9149,92.2498,Tripura,North Tripura,22.0,21.8,74.0,670,0.0,Laterite,4.98,Under Construction,Severe,5,Bridge Damage,High,False,104
2023-07-29,24.1153,93.1065,Manipur,Imphal West,14.1,21.9,91.1,1620,17.8,Laterite,5.92,Good,Low,0,None,None,False,7
2023-07-29,25.4041,95.0438,Nagaland,Kohima,20.8,24.5,45.6,606,3.3,Mountain Soil,5.72,Good,Low,0,None,None,False,11
2023-07-31,27.5991,88.3917,Sikkim,North Sikkim,25.3,19.5,83.1,2195,0.0,Forest Soil,3.97,Fair,Low,0,None,None,False,0
2023-08-01,27.5801,88.1528,Sikkim,South Sikkim,32.1,10.2,77.8,3661,17.4,Clayey,2.08,Good,Low,0,None,None,False,7
2023-08-02,25.7451,91.4736,Meghalaya,East Khasi Hills,21.5,28.3,95.2,1787,6.5,Alluvial,4.43,Damaged,Low,5,Fog/Visibility,Critical,False,85
2023-08-02,25.3707,91.3709,Meghalaya,Ri Bhoi,57.9,17.3,87.5,1672,11.4,Red Loamy,3.79,Good,Low,1,None,None,False,11
2023-08-03,27.2272,88.0034,Sikkim,North Sikkim,23.0,14.3,81.6,4418,42.4,Mountain Soil,3.93,Good,Low,0,None,None,False,21
